Step	Volume(Å³)	Pressure(GPa)	MeanForce(eV/Å)	MaxForce(eV/Å)	Stress_xx(GPa)	Stress_yy(GPa)	Stress_zz(GPa)	TotalEnergy(eV)	Temperature(K)
872	52.120312	1.596923	0.799327	1.078979	0.903582	2.115167	1.772018	-14.410177	529.71
873	52.120312	1.624262	0.807422	1.162111	0.765543	2.284598	1.822645	-14.410185	516.79
874	52.120312	1.664253	0.821240	1.203173	0.703057	2.414326	1.875375	-14.410194	502.10
875	52.120312	1.715398	0.835673	1.253962	0.723822	2.492171	1.930201	-14.410190	485.45
876	52.120312	1.779153	0.849171	1.467180	0.833178	2.519373	1.984907	-14.410161	467.08
877	52.120312	1.856733	0.887594	1.658060	1.026800	2.502637	2.040762	-14.410108	447.90
878	52.120312	1.946606	0.956872	1.818709	1.297496	2.453846	2.088476	-14.410050	429.39
879	52.120312	2.029853	1.009629	1.938625	1.609130	2.363249	2.117180	-14.409987	413.37
880	52.120312	2.089277	1.033953	2.006144	1.924709	2.216399	2.126724	-14.409945	401.62
881	52.120312	2.115858	1.027271	2.014169	2.215688	2.012281	2.119607	-14.409944	395.28
882	52.120312	2.110791	0.994825	1.961561	2.465233	1.766273	2.100868	-14.409985	394.30
883	52.120312	2.086463	0.953096	1.853120	2.670676	1.510164	2.078549	-14.410053	397.42
884	52.120312	2.066413	0.919410	1.698432	2.840874	1.291121	2.067245	-14.410119	402.62
885	52.120312	2.068443	0.892934	1.510401	2.985967	1.147706	2.071655	-14.410154	407.98
886	52.120312	2.090569	0.870831	1.298080	3.090808	1.086875	2.094024	-14.410157	412.33
887	52.120312	2.126880	0.856963	1.074549	3.143209	1.106013	2.131416	-14.410118	415.61
888	52.120312	2.162911	0.850009	1.043328	3.130704	1.189633	2.168397	-14.410043	418.99
889	52.120312	2.182059	0.845465	1.162459	3.040212	1.316863	2.189101	-14.409954	424.67
890	52.120312	2.170597	0.844165	1.243735	2.869629	1.466371	2.175789	-14.409875	435.29
891	52.120312	2.111050	0.850112	1.281143	2.615692	1.606494	2.110964	-14.409828	453.22
892	52.120312	1.993918	0.858600	1.271284	2.289678	1.706548	1.985529	-14.409834	479.83
893	52.120312	1.816233	0.857767	1.213616	1.913283	1.735208	1.800207	-14.409900	514.92
894	52.120312	1.587544	0.840577	1.110370	1.518692	1.676380	1.567560	-14.410023	556.48
895	52.120312	1.323386	0.806948	0.966119	1.135755	1.527877	1.306527	-14.410185	600.79
896	52.120312	1.052951	0.760029	0.954204	0.802149	1.309694	1.047011	-14.410365	642.89
897	52.120312	0.812122	0.702048	0.991070	0.557167	1.054557	0.824641	-14.410538	677.24
898	52.120312	0.638106	0.633154	0.997910	0.436698	0.802337	0.675284	-14.410683	698.49
899	52.120312	0.567324	0.560315	0.976467	0.470219	0.601140	0.630614	-14.410784	702.15
900	52.120312	0.626442	0.547697	0.929829	0.678251	0.490725	0.710349	-14.410823	685.19
901	52.120312	0.829713	0.580155	0.861917	1.068928	0.500768	0.919441	-14.410786	646.63
902	52.120312	1.173733	0.637173	0.788243	1.634634	0.640713	1.245851	-14.410663	587.89
903	52.120312	1.631611	0.718135	0.966962	2.338150	0.898036	1.658646	-14.410454	513.11
904	52.120312	2.155249	0.803676	1.200167	3.113306	1.240557	2.111885	-14.410166	429.12
905	52.120312	2.680858	0.881984	1.403115	3.874907	1.617261	2.550405	-14.409826	345.10
906	52.120312	3.136605	0.944637	1.561109	4.526790	1.964627	2.918398	-14.409487	271.64
907	52.120312	3.456274	0.983730	1.659327	4.980769	2.220592	3.167460	-14.409221	219.16
908	52.120312	3.590802	0.994593	1.686573	5.173740	2.335772	3.262892	-14.409098	195.66
909	52.120312	3.519308	0.981465	1.638744	5.080976	2.286311	3.190639	-14.409153	204.84
910	52.120312	3.254207	0.951900	1.520478	4.721294	2.080939	2.960386	-14.409370	245.06
911	52.120312	2.839048	0.903717	1.344065	4.151050	1.760284	2.605811	-14.409691	309.79
912	52.120312	2.338365	0.838635	1.126948	3.450153	1.385722	2.179219	-14.410043	389.25
913	52.120312	1.823551	0.763690	0.923962	2.705816	1.023148	1.741688	-14.410362	472.57
914	52.120312	1.360316	0.688070	0.815670	1.998833	0.729304	1.352810	-14.410605	549.74
915	52.120312	0.998335	0.624864	0.826327	1.392982	0.542326	1.059696	-14.410748	612.96
916	52.120312	0.764038	0.595710	0.938450	0.926292	0.477275	0.888547	-14.410793	657.41
917	52.120312	0.662925	0.612869	1.028048	0.620660	0.525932	0.842182	-14.410754	681.34
918	52.120312	0.684758	0.658859	1.087305	0.484925	0.662873	0.906475	-14.410649	685.68
919	52.120312	0.806746	0.714856	1.109253	0.513207	0.853296	1.053734	-14.410506	673.45
920	52.120312	0.995408	0.767833	1.088361	0.683598	1.055269	1.247357	-14.410352	648.96
921	52.120312	1.216148	0.808577	1.060918	0.964408	1.231851	1.452183	-14.410207	616.96
922	52.120312	1.437949	0.831536	1.141746	1.320717	1.353100	1.640031	-14.410090	581.96
923	52.120312	1.634090	0.834741	1.184149	1.713108	1.396694	1.792468	-14.410010	547.64
924	52.120312	1.789484	0.819832	1.187698	2.108815	1.357637	1.902000	-14.409969	516.54
925	52.120312	1.897747	0.795117	1.154394	2.477403	1.247490	1.968349	-14.409965	489.99
926	52.120312	1.965135	0.781732	1.088736	2.799450	1.092604	2.003352	-14.409986	468.16
927	52.120312	2.004719	0.798174	1.069150	3.064662	0.926239	2.023255	-14.410022	450.38
928	52.120312	2.034639	0.830502	1.055973	3.269890	0.787228	2.046797	-14.410063	435.53
929	52.120312	2.063573	0.865019	1.024719	3.402680	0.702078	2.085962	-14.410097	422.35
930	52.120312	2.097945	0.898558	1.195751	3.455680	0.693184	2.144969	-14.410108	409.85
931	52.120312	2.140097	0.932377	1.431777	3.425588	0.773093	2.221611	-14.410088	397.75
932	52.120312	2.186504	0.968978	1.643959	3.313654	0.940197	2.305661	-14.410044	386.67
933	52.120312	2.231232	1.009204	1.824597	3.132530	1.182367	2.378798	-14.409976	378.10
934	52.120312	2.253822	1.045350	1.959553	2.872250	1.461720	2.427496	-14.409902	374.11
935	52.120312	2.237098	1.066024	2.036078	2.532626	1.738625	2.440044	-14.409858	376.86
936	52.120312	2.172431	1.062762	2.046347	2.129498	1.979563	2.408231	-14.409867	387.61
937	52.120312	2.062025	1.033509	1.989173	1.694039	2.162335	2.329702	-14.409934	406.06
938	52.120312	1.922119	0.983512	1.870189	1.273001	2.283124	2.210232	-14.410039	430.24
939	52.120312	1.779350	0.924426	1.700805	0.920558	2.354315	2.063178	-14.410150	457.02
940	52.120312	1.656643	0.868940	1.492390	0.676540	2.380773	1.912617	-14.410255	482.93
941	52.120312	1.563728	0.824038	1.255217	0.554986	2.355361	1.780838	-14.410323	504.87
942	52.120312	1.511829	0.788888	1.006971	0.565254	2.285659	1.684575	-14.410341	520.78
943	52.120312	1.504254	0.759479	1.019090	0.700555	2.175393	1.636813	-14.410313	530.03
944	52.120312	1.538813	0.738446	1.102039	0.941059	2.035846	1.639535	-14.410255	533.38
945	52.120312	1.596671	0.739278	1.160616	1.240170	1.869909	1.679934	-14.410172	532.63
946	52.120312	1.654755	0.766818	1.189586	1.544084	1.679572	1.740610	-14.410084	530.30
947	52.120312	1.692190	0.805793	1.187779	1.801987	1.471617	1.802966	-14.410010	529.07
948	52.120312	1.690048	0.847386	1.157143	1.970149	1.252743	1.847252	-14.409963	531.23
949	52.120312	1.637436	0.886659	1.170794	2.023343	1.035551	1.853412	-14.409952	538.23
950	52.120312	1.533131	0.910226	1.311849	1.953779	0.837670	1.807946	-14.409989	550.33
951	52.120312	1.389932	0.908855	1.408487	1.776204	0.681146	1.712447	-14.410080	566.32
952	52.120312	1.235011	0.880413	1.455774	1.526822	0.595303	1.582908	-14.410219	583.32
953	52.120312	1.104772	0.828031	1.452486	1.257937	0.610825	1.445554	-14.410386	597.11
954	52.120312	1.035268	0.762253	1.402009	1.020200	0.750901	1.334701	-14.410551	602.65
955	52.120312	1.057278	0.705439	1.311645	0.857370	1.028855	1.285610	-14.410678	595.06
956	52.120312	1.192591	0.688208	1.191240	0.804823	1.446086	1.326863	-14.410727	570.74
957	52.120312	1.445277	0.719716	1.052170	0.877812	1.984598	1.473420	-14.410673	528.50
958	52.120312	1.802822	0.780967	0.905480	1.075740	2.610470	1.722257	-14.410498	470.37
959	52.120312	2.229835	0.853026	0.961326	1.372220	3.270844	2.046441	-14.410217	401.97
960	52.120312	2.671542	0.922894	1.157464	1.719027	3.894903	2.400697	-14.409874	332.03
961	52.120312	3.063034	0.979884	1.323759	2.053874	4.406232	2.728997	-14.409532	271.06
962	52.120312	3.339155	1.014529	1.442940	2.310420	4.732040	2.975006	-14.409266	229.44
963	52.120312	3.448964	1.019421	1.503267	2.435201	4.818774	3.092917	-14.409139	215.16
964	52.120312	3.366725	0.990728	1.499914	2.399978	4.644345	3.055852	-14.409180	232.04
965	52.120312	3.098264	0.929453	1.435273	2.208898	4.224173	2.861722	-14.409374	278.84
966	52.120312	2.678865	0.844382	1.317857	1.895216	3.609133	2.532246	-14.409672	349.71
967	52.120312	2.164404	0.759204	1.159643	1.510467	2.874816	2.107930	-14.410009	435.52
968	52.120312	1.620584	0.674532	0.972957	1.111924	2.108799	1.641027	-14.410332	525.77
969	52.120312	1.114394	0.585232	0.768373	0.757219	1.397585	1.188379	-14.410604	610.22
970	52.120312	0.705454	0.498077	0.645336	0.496568	0.816799	0.802997	-14.410806	680.13
971	52.120312	0.431949	0.430779	0.569403	0.354672	0.415953	0.525223	-14.410923	728.96
972	52.120312	0.314628	0.405902	0.554009	0.340577	0.222227	0.381079	-14.410955	752.88
973	52.120312	0.355831	0.454498	0.614927	0.444890	0.241974	0.380631	-14.410902	750.79
974	52.120312	0.540949	0.545844	0.726720	0.645785	0.461076	0.515985	-14.410767	724.40
975	52.120312	0.837087	0.641746	0.882034	0.905787	0.843365	0.762109	-14.410566	677.97
976	52.120312	1.200825	0.731370	1.010411	1.181161	1.340433	1.080881	-14.410321	617.81
977	52.120312	1.586478	0.804924	1.102699	1.431408	1.899419	1.428607	-14.410070	551.52
978	52.120312	1.951543	0.854709	1.153214	1.625471	2.465692	1.763465	-14.409849	486.82
979	52.120312	2.261098	0.877007	1.197383	1.745961	2.987011	2.050322	-14.409691	430.50
980	52.120312	2.488364	0.875190	1.242341	1.786460	3.416249	2.262384	-14.409622	387.31
981	52.120312	2.621451	0.867130	1.238287	1.753261	3.720562	2.390529	-14.409641	359.37
982	52.120312	2.664105	0.870870	1.186910	1.668148	3.884944	2.439224	-14.409729	346.16
983	52.120312	2.633180	0.876189	1.092839	1.563547	3.912577	2.423417	-14.409854	345.09
984	52.120312	2.551720	0.875043	1.106181	1.472173	3.818988	2.363998	-14.409983	352.41
985	52.120312	2.441027	0.869000	1.141988	1.416850	3.623811	2.282420	-14.410088	364.24
986	52.120312	2.322274	0.865876	1.241003	1.415774	3.354441	2.196606	-14.410149	377.43
987	52.120312	2.211010	0.873310	1.449234	1.475374	3.038320	2.119336	-14.410162	390.10
988	52.120312	2.116853	0.887193	1.629753	1.592780	2.702323	2.055456	-14.410136	401.81
989	52.120312	2.042772	0.910072	1.774379	1.755630	2.371584	2.001102	-14.410082	413.37
990	52.120312	1.971906	0.961908	1.871382	1.923628	2.045473	1.946618	-14.410022	426.38
991	52.120312	1.886745	1.002206	1.911166	2.058098	1.720461	1.881676	-14.409986	442.60
992	52.120312	1.777569	1.009803	1.888589	2.132232	1.401350	1.799124	-14.409996	463.03
993	52.120312	1.646306	0.982140	1.804322	2.137112	1.104571	1.697236	-14.410055	487.41
994	52.120312	1.510098	0.923428	1.664873	2.083432	0.861917	1.584944	-14.410153	513.97
995	52.120312	1.396556	0.850193	1.481260	1.993259	0.713625	1.482784	-14.410261	539.91
996	52.120312	1.312578	0.807754	1.265007	1.864711	0.666578	1.406447	-14.410357	562.03
997	52.120312	1.267195	0.784884	1.035693	1.703093	0.726629	1.371863	-14.410414	577.50
998	52.120312	1.261004	0.764694	0.919625	1.520564	0.881373	1.381074	-14.410423	584.60
999	52.120312	1.291225	0.756125	0.868224	1.335469	1.109859	1.428347	-14.410385	583.06
1000	52.120312	1.355297	0.772723	1.016474	1.169726	1.389615	1.506550	-14.410307	574.03
1001	52.120312	1.438917	0.812919	1.149766	1.034333	1.683069	1.599350	-14.410210	559.84
1002	52.120312	1.527366	0.859624	1.236489	0.937589	1.954426	1.690083	-14.410117	543.42
1003	52.120312	1.600692	0.898306	1.271346	0.883035	2.158589	1.760451	-14.410046	527.59
1004	52.120312	1.643319	0.921808	1.388674	0.873797	2.264862	1.791298	-14.410003	514.61
1005	52.120312	1.651872	0.934423	1.549972	0.912293	2.265479	1.777844	-14.409994	505.83
1006	52.120312	1.634737	0.952849	1.672084	0.999289	2.173908	1.731014	-14.410021	501.56
1007	52.120312	1.604158	0.964196	1.748812	1.138048	2.013265	1.661159	-14.410081	500.96
1008	52.120312	1.565553	0.951083	1.774656	1.313665	1.800964	1.582030	-14.410171	502.11
1009	52.120312	1.535431	0.912726	1.748469	1.524603	1.561863	1.519826	-14.410279	502.17
1010	52.120312	1.538375	0.860914	1.673930	1.780550	1.332303	1.502272	-14.410379	497.85
1011	52.120312	1.600650	0.820892	1.559060	2.095606	1.154201	1.552142	-14.410442	486.08
1012	52.120312	1.742299	0.806514	1.414204	2.472563	1.068128	1.686205	-14.410447	464.95
1013	52.120312	1.958416	0.811568	1.248740	2.889142	1.083707	1.902398	-14.410375	434.37
1014	52.120312	2.230349	0.836656	1.074502	3.313399	1.196016	2.181631	-14.410225	396.59
1015	52.120312	2.523762	0.875589	1.136817	3.701630	1.380958	2.488698	-14.410014	356.22
1016	52.120312	2.791609	0.915887	1.300106	4.002246	1.597095	2.775485	-14.409776	319.67
1017	52.120312	2.988008	0.948920	1.420115	4.166461	1.802267	2.995294	-14.409560	294.10
1018	52.120312	3.073706	0.969320	1.487759	4.158011	1.956938	3.106168	-14.409410	286.05
1019	52.120312	3.019737	0.972322	1.498144	3.957009	2.025516	3.076687	-14.409362	300.03
1020	52.120312	2.816634	0.952951	1.450793	3.569843	1.987214	2.892844	-14.409433	337.45
1021	52.120312	2.478071	0.907411	1.349210	3.030827	1.840539	2.562846	-14.409613	396.12
1022	52.120312	2.038655	0.834766	1.199871	2.395042	1.603258	2.117665	-14.409878	470.51
1023	52.120312	1.551517	0.737553	1.011042	1.735416	1.307930	1.611206	-14.410185	552.47
1024	52.120312	1.071346	0.621805	0.815908	1.120131	0.988440	1.105467	-14.410488	632.53
1025	52.120312	0.653690	0.497113	0.708306	0.609274	0.686987	0.664810	-14.410753	701.25
1026	52.120312	0.349906	0.378020	0.587165	0.253921	0.445863	0.349934	-14.410947	750.38
1027	52.120312	0.200083	0.294653	0.469233	0.095060	0.300711	0.204479	-14.411047	773.90
1028	52.120312	0.224816	0.337972	0.383532	0.154734	0.271291	0.248424	-14.411041	768.71
1029	52.120312	0.422595	0.434457	0.520365	0.432776	0.359538	0.475470	-14.410930	735.07
1030	52.120312	0.772535	0.552093	0.769765	0.910081	0.551942	0.855583	-14.410726	676.55
1031	52.120312	1.235847	0.672569	1.001943	1.545076	0.822323	1.340141	-14.410446	599.65
1032	52.120312	1.759566	0.781162	1.206685	2.277948	1.133083	1.867666	-14.410124	513.16
1033	52.120312	2.277903	0.868745	1.374191	3.023640	1.438647	2.371423	-14.409803	427.14
1034	52.120312	2.726829	0.929518	1.494255	3.695360	1.690720	2.794407	-14.409532	351.52
1035	52.120312	3.053698	0.961266	1.558107	4.218046	1.848271	3.094778	-14.409358	294.60
1036	52.120312	3.225148	0.967296	1.560580	4.538623	1.887458	3.249362	-14.409309	261.72
1037	52.120312	3.232715	0.957068	1.501795	4.636159	1.806230	3.255755	-14.409386	254.41
1038	52.120312	3.093292	0.939204	1.387495	4.521815	1.625839	3.132222	-14.409563	270.40
1039	52.120312	2.844994	0.915514	1.228321	4.232582	1.388052	2.914348	-14.409794	304.34
1040	52.120312	2.534948	0.886628	1.039304	3.818921	1.140839	2.645085	-14.410031	349.22
1041	52.120312	2.211455	0.855562	0.919438	3.334897	0.930676	2.368793	-14.410234	397.73
1042	52.120312	1.917320	0.828087	1.099491	2.831621	0.795551	2.124788	-14.410374	443.62
1043	52.120312	1.681893	0.813956	1.267710	2.350336	0.755469	1.939873	-14.410442	482.45
1044	52.120312	1.516175	0.824205	1.413776	1.920286	0.806483	1.821756	-14.410439	512.02
1045	52.120312	1.416015	0.855802	1.527767	1.554643	0.928755	1.764646	-14.410377	532.31
1046	52.120312	1.368870	0.890802	1.599979	1.258799	1.095474	1.752337	-14.410283	545.04
1047	52.120312	1.356035	0.914081	1.622286	1.033951	1.273116	1.761036	-14.410189	552.94
1048	52.120312	1.360268	0.917812	1.589185	0.883358	1.428343	1.769102	-14.410123	558.77
1049	52.120312	1.367946	0.901165	1.499385	0.812548	1.528685	1.762606	-14.410100	564.52
1050	52.120312	1.369548	0.870834	1.356420	0.821178	1.552634	1.734833	-14.410125	570.87
1051	52.120312	1.362816	0.835673	1.168907	0.906028	1.492459	1.689961	-14.410185	577.16
1052	52.120312	1.350102	0.797606	1.050962	1.057685	1.351883	1.640737	-14.410258	581.64
1053	52.120312	1.338684	0.758083	0.961671	1.264068	1.150249	1.601734	-14.410326	582.11
1054	52.120312	1.344013	0.727405	0.895796	1.518468	0.923161	1.590410	-14.410363	576.60
1055	52.120312	1.378350	0.726612	0.939699	1.806487	0.706001	1.622562	-14.410359	563.97
1056	52.120312	1.446578	0.759749	0.976585	2.106901	0.529844	1.702988	-14.410310	544.35
1057	52.120312	1.550530	0.807950	1.002254	2.395171	0.424842	1.831577	-14.410235	519.11
1058	52.120312	1.679047	0.863756	1.183154	2.640646	0.401258	1.995237	-14.410137	490.61
1059	52.120312	1.818036	0.928048	1.418407	2.820642	0.465431	2.168034	-14.410028	461.83
1060	52.120312	1.948337	0.991718	1.623487	2.912422	0.611542	2.321046	-14.409930	436.07
1061	52.120312	2.052417	1.041090	1.788823	2.906865	0.822667	2.427718	-14.409865	416.27
1062	52.120312	2.116023	1.067908	1.907265	2.802232	1.077973	2.467865	-14.409834	404.51
1063	52.120312	2.125236	1.066222	1.968785	2.590670	1.346650	2.438389	-14.409853	401.67
1064	52.120312	2.082947	1.034218	1.967583	2.288847	1.610747	2.349247	-14.409932	407.07
1065	52.120312	2.005266	0.976481	1.903697	1.932862	1.862622	2.220313	-14.410057	418.29
1066	52.120312	1.919189	0.907452	1.783245	1.573963	2.105544	2.078060	-14.410198	431.55
1067	52.120312	1.857601	0.851002	1.617561	1.270554	2.351855	1.950395	-14.410313	442.65
1068	52.120312	1.847020	0.822490	1.419055	1.071939	2.603911	1.865210	-14.410381	448.05
1069	52.120312	1.888875	0.817090	1.199379	0.989806	2.838547	1.838271	-14.410373	445.83
1070	52.120312	1.979714	0.823311	0.975623	1.028227	3.039206	1.871710	-14.410283	436.25
1071	52.120312	2.102974	0.833429	0.935925	1.171254	3.183710	1.953958	-14.410129	421.99
1072	52.120312	2.231395	0.845923	1.074108	1.385000	3.248037	2.061148	-14.409948	407.66
1073	52.120312	2.332142	0.863734	1.181707	1.624527	3.211743	2.160156	-14.409777	398.73
1074	52.120312	2.373489	0.887023	1.249955	1.839575	3.060379	2.220512	-14.409658	400.35
1075	52.120312	2.329529	0.905764	1.274571	1.984881	2.789038	2.214667	-14.409617	416.14
1076	52.120312	2.185936	0.907773	1.254691	2.022770	2.408830	2.126206	-14.409665	447.36
1077	52.120312	1.945561	0.886560	1.191987	1.937165	1.948254	1.951264	-14.409800	492.52
1078	52.120312	1.628007	0.840951	1.090128	1.734365	1.448933	1.700724	-14.410001	547.47
1079	52.120312	1.268536	0.773232	0.954594	1.443171	0.961205	1.401231	-14.410240	605.99
1080	52.120312	0.913825	0.687762	0.846742	1.107756	0.542462	1.091258	-14.410485	660.66
1081	52.120312	0.615188	0.590804	0.813591	0.781245	0.249639	0.814681	-14.410713	703.82
1082	52.120312	0.424142	0.493710	0.755563	0.520215	0.136226	0.615987	-14.410892	728.45
1083	52.120312	0.380287	0.427039	0.680672	0.372285	0.236173	0.532405	-14.410996	729.14
1084	52.120312	0.507493	0.444674	0.598518	0.371737	0.562104	0.588640	-14.410998	702.94
1085	52.120312	0.808826	0.530678	0.570664	0.535531	1.100914	0.790032	-14.410883	650.16
1086	52.120312	1.255504	0.642503	0.763619	0.842407	1.807560	1.116543	-14.410647	574.78
1087	52.120312	1.798648	0.761837	0.976309	1.253242	2.616050	1.526653	-14.410302	484.51
1088	52.120312	2.370963	0.875736	1.190432	1.708123	3.442225	1.962541	-14.409897	390.23
1089	52.120312	2.892607	0.970693	1.366109	2.132276	4.186254	2.359290	-14.409504	304.46
1090	52.120312	3.288430	1.034257	1.487768	2.452608	4.754004	2.658676	-14.409204	239.24
1091	52.120312	3.502502	1.058394	1.544109	2.613800	5.073678	2.820028	-14.409067	203.62
1092	52.120312	3.509098	1.042103	1.530470	2.591277	5.109064	2.826952	-14.409120	201.79
1093	52.120312	3.316988	0.993066	1.449899	2.397139	4.866306	2.687517	-14.409339	232.18
1094	52.120312	2.965898	0.925922	1.312158	2.075556	4.390465	2.431673	-14.409659	288.22
1095	52.120312	2.516529	0.853769	1.131003	1.690858	3.754614	2.104115	-14.410004	360.14
1096	52.120312	2.036932	0.782520	0.920978	1.311206	3.043912	1.755678	-14.410308	437.28
1097	52.120312	1.589794	0.715473	0.839916	0.993713	2.340810	1.434860	-14.410532	510.02
1098	52.120312	1.224254	0.658147	0.853733	0.777439	1.715976	1.179347	-14.410663	571.08
1099	52.120312	0.972612	0.619332	0.989321	0.684333	1.222098	1.011406	-14.410708	616.00
1100	52.120312	0.846069	0.614006	1.100415	0.713853	0.886904	0.937450	-14.410679	643.11
1101	52.120312	0.836911	0.685378	1.177496	0.845746	0.716344	0.948642	-14.410596	653.07
1102	52.120312	0.921905	0.757820	1.214023	1.043103	0.698965	1.023647	-14.410475	648.37
1103	52.120312	1.068182	0.811096	1.206337	1.257603	0.811930	1.135013	-14.410341	632.69
1104	52.120312	1.240391	0.842027	1.152925	1.440905	1.022899	1.257369	-14.410215	610.15
1105	52.120312	1.409328	0.852387	1.094544	1.558564	1.300118	1.369303	-14.410112	584.67
1106	52.120312	1.554093	0.847414	1.131624	1.591012	1.613730	1.457537	-14.410044	559.41
1107	52.120312	1.662981	0.832182	1.134181	1.534082	1.936847	1.518016	-14.410017	536.45
1108	52.120312	1.736896	0.810112	1.102498	1.406745	2.249773	1.554170	-14.410033	516.59
1109	52.120312	1.784579	0.790787	1.039238	1.245070	2.535094	1.573573	-14.410072	499.40
1110	52.120312	1.821396	0.791290	0.950504	1.089748	2.783015	1.591425	-14.410116	483.74
1111	52.120312	1.862612	0.812795	0.908704	0.979391	2.987049	1.621395	-14.410149	468.28
1112	52.120312	1.915995	0.841409	1.014474	0.939802	3.136466	1.671715	-14.410164	452.03
1113	52.120312	1.980841	0.870785	1.147909	0.980810	3.218260	1.743451	-14.410148	434.63
1114	52.120312	2.053974	0.900089	1.388147	1.105795	3.226649	1.829478	-14.410097	416.68
1115	52.120312	2.124813	0.927745	1.605104	1.304605	3.155335	1.914500	-14.410026	399.76
1116	52.120312	2.193245	0.953089	1.789924	1.571238	3.021333	1.987164	-14.409948	386.06
1117	52.120312	2.243868	0.985858	1.930395	1.867587	2.822749	2.041267	-14.409873	377.99
1118	52.120312	2.250523	1.024730	2.014058	2.140146	2.548818	2.062604	-14.409834	377.71
1119	52.120312	2.200108	1.040004	2.033060	2.349997	2.203755	2.046572	-14.409852	386.30
1120	52.120312	2.095194	1.024500	1.986004	2.477627	1.810539	1.997415	-14.409930	403.11
1121	52.120312	1.952928	0.982330	1.878264	2.525154	1.408813	1.924817	-14.410049	425.78
1122	52.120312	1.801880	0.924315	1.721070	2.514066	1.048784	1.842789	-14.410175	450.70
1123	52.120312	1.680065	0.866489	1.528962	2.476715	0.788599	1.774882	-14.410281	473.98
1124	52.120312	1.605215	0.822638	1.313431	2.421683	0.652382	1.741581	-14.410355	492.28
1125	52.120312	1.582538	0.796980	1.090375	2.352520	0.643049	1.752043	-14.410372	503.43
1126	52.120312	1.611309	0.787460	0.885129	2.273190	0.754755	1.805981	-14.410330	506.92
1127	52.120312	1.677846	0.794474	0.893097	2.182522	0.962591	1.888425	-14.410240	504.05
1128	52.120312	1.765796	0.821356	1.039674	2.078584	1.238667	1.980137	-14.410114	497.65
1129	52.120312	1.848237	0.865003	1.160396	1.952100	1.536040	2.056571	-14.409980	491.53
1130	52.120312	1.896413	0.910581	1.242980	1.795113	1.803118	2.091007	-14.409868	489.78
1131	52.120312	1.885414	0.942962	1.279099	1.603637	1.992457	2.060148	-14.409810	495.74
1132	52.120312	1.798776	0.953014	1.264147	1.379864	2.065070	1.951393	-14.409825	511.14
1133	52.120312	1.640868	0.936730	1.224171	1.145383	2.007745	1.769478	-14.409917	535.52
1134	52.120312	1.430740	0.895226	1.285707	0.924918	1.831825	1.535477	-14.410074	566.13
1135	52.120312	1.200453	0.834433	1.307648	0.752215	1.565859	1.283283	-14.410274	598.21
1136	52.120312	0.990995	0.764590	1.290893	0.662317	1.253143	1.057524	-14.410485	625.70
1137	52.120312	0.847285	0.694728	1.239450	0.688052	0.948134	0.905668	-14.410670	642.22
1138	52.120312	0.807422	0.637417	1.159276	0.852679	0.703355	0.866233	-14.410794	642.21
1139	52.120312	0.901056	0.619553	1.057983	1.168863	0.568084	0.966220	-14.410829	621.99
1140	52.120312	1.141913	0.651344	0.944235	1.636325	0.571530	1.217884	-14.410753	580.69
1141	52.120312	1.515775	0.715219	0.828321	2.229578	0.713919	1.603828	-14.410566	520.79
1142	52.120312	1.982292	0.792919	1.040708	2.895178	0.969982	2.081714	-14.410287	448.10
1143	52.120312	2.482516	0.871030	1.250252	3.561680	1.294255	2.591612	-14.409956	371.23
1144	52.120312	2.947116	0.940384	1.422539	4.149489	1.627658	3.064202	-14.409626	300.31
1145	52.120312	3.309190	0.993455	1.543734	4.580039	1.910745	3.436786	-14.409354	245.45
1146	52.120312	3.515109	1.023607	1.604514	4.791446	2.094014	3.659866	-14.409190	214.90
1147	52.120312	3.532709	1.026065	1.601126	4.750351	2.145419	3.702358	-14.409163	213.65
1148	52.120312	3.356639	0.998942	1.535492	4.458495	2.055816	3.555604	-14.409272	242.52
1149	52.120312	3.008693	0.943484	1.414184	3.951977	1.839492	3.234610	-14.409491	298.20
1150	52.120312	2.533505	0.863794	1.246624	3.293924	1.530539	2.776051	-14.409782	373.93
1151	52.120312	1.991462	0.766750	1.043317	2.563323	1.176452	2.234612	-14.410105	460.65
1152	52.120312	1.450848	0.661715	0.814797	1.843656	0.831276	1.677612	-14.410420	548.28
1153	52.120312	0.978394	0.558632	0.682141	1.210383	0.548115	1.176684	-14.410689	627.01
1154	52.120312	0.624973	0.467715	0.565428	0.717958	0.365490	0.791471	-14.410878	688.45
1155	52.120312	0.422133	0.415132	0.517277	0.403652	0.298237	0.564511	-14.410969	726.69
1156	52.120312	0.383204	0.448592	0.608152	0.287256	0.344928	0.517428	-14.410954	738.87
1157	52.120312	0.499347	0.528839	0.687330	0.368242	0.484988	0.644810	-14.410837	725.47
1158	52.120312	0.742674	0.627671	0.750637	0.625988	0.685308	0.916727	-14.410640	690.04
1159	52.120312	1.071255	0.726781	0.943886	1.022128	0.905313	1.286322	-14.410395	638.63
1160	52.120312	1.437410	0.811296	1.104279	1.508954	1.104401	1.698875	-14.410142	578.71
1161	52.120312	1.793727	0.872846	1.224168	2.030646	1.250506	2.100029	-14.409921	518.01
1162	52.120312	2.099323	0.908734	1.297971	2.531161	1.325236	2.441572	-14.409762	463.30
1163	52.120312	2.327046	0.921342	1.323485	2.963043	1.324284	2.693812	-14.409681	419.48
